model,group,series_id,smape,mase
ChronosBoltBase,tourism_yearly,Y1,4.711229928578938,1.2009045527147293
ChronosBoltBase,tourism_yearly,Y2,9.527551223237598,1.602444348310671
ChronosBoltBase,tourism_yearly,Y3,57.65283383444152,8.980357563753094
ChronosBoltBase,tourism_yearly,Y4,58.20480744445564,10.81680681391701
ChronosBoltBase,tourism_yearly,Y5,69.85075723065408,6.801019311691025
ChronosBoltBase,tourism_yearly,Y6,59.26978694297844,8.813678561079119
ChronosBoltBase,tourism_yearly,Y7,66.6655226660196,13.001766449893278
ChronosBoltBase,tourism_yearly,Y8,46.05636526516781,2.520390401205345
ChronosBoltBase,tourism_yearly,Y9,62.041206698846054,9.652366142270797
ChronosBoltBase,tourism_yearly,Y10,58.875768896501796,8.03249790989951
ChronosBoltBase,tourism_yearly,Y11,73.18329163557829,11.799491808154293
ChronosBoltBase,tourism_yearly,Y12,70.6607415242794,7.485910114674919
ChronosBoltBase,tourism_yearly,Y13,15.012732481901473,2.573569388501287
ChronosBoltBase,tourism_yearly,Y14,27.833529387872005,2.7227027358813567
ChronosBoltBase,tourism_yearly,Y15,18.281736857798098,2.092299217869154
ChronosBoltBase,tourism_yearly,Y16,14.101810964681537,3.5133265694284153
ChronosBoltBase,tourism_yearly,Y17,21.995178209116922,3.717623191491944
ChronosBoltBase,tourism_yearly,Y18,45.61026222282534,11.627551889854757
ChronosBoltBase,tourism_yearly,Y19,15.78962521738828,1.7905891814758108
ChronosBoltBase,tourism_yearly,Y20,21.835383618502426,4.326521628962511
ChronosBoltBase,tourism_yearly,Y21,12.71131669833592,1.5556565738077641
ChronosBoltBase,tourism_yearly,Y22,85.30280653485704,10.395609319896803
ChronosBoltBase,tourism_yearly,Y23,26.850380584495795,5.900145125956327
ChronosBoltBase,tourism_yearly,Y24,3.4911317234975288,1.0978486426417258
ChronosBoltBase,tourism_yearly,Y25,15.70135244380242,4.830153133913657
ChronosBoltBase,tourism_yearly,Y26,13.515481883047668,4.51066895966738
ChronosBoltBase,tourism_yearly,Y27,2.4413208596413156,0.7738451839297094
ChronosBoltBase,tourism_yearly,Y28,4.200154101802253,1.3397622144859256
ChronosBoltBase,tourism_yearly,Y29,3.3042470063660208,0.6488256412116471
ChronosBoltBase,tourism_yearly,Y30,11.515405124718407,2.8599993933334327
ChronosBoltBase,tourism_yearly,Y31,7.7097966784199405,1.2004456937451589
ChronosBoltBase,tourism_yearly,Y32,18.43408819167655,4.238672581720293
ChronosBoltBase,tourism_yearly,Y33,17.081227306258818,4.592309380729616
ChronosBoltBase,tourism_yearly,Y34,12.874716039549561,3.0716002370563573
ChronosBoltBase,tourism_yearly,Y35,6.461983757232897,1.780678510383072
ChronosBoltBase,tourism_yearly,Y36,13.837328537786101,2.029193139845325
ChronosBoltBase,tourism_yearly,Y37,4.00878570380914,0.6374488587987435
ChronosBoltBase,tourism_yearly,Y38,11.844015216883964,2.2646248744805266
ChronosBoltBase,tourism_yearly,Y39,6.819948238307503,0.8372038767970285
ChronosBoltBase,tourism_yearly,Y40,30.750503342151255,5.265480402565787
ChronosBoltBase,tourism_yearly,Y41,7.246594603727314,1.8366558591430373
ChronosBoltBase,tourism_yearly,Y42,41.874966163171564,5.644014225449673
ChronosBoltBase,tourism_yearly,Y43,5.691495725025629,1.1708273827785198
ChronosBoltBase,tourism_yearly,Y44,13.092783292872488,3.6902142559583924
ChronosBoltBase,tourism_yearly,Y45,9.55047523950276,1.1382361663516158
ChronosBoltBase,tourism_yearly,Y46,39.78595120505247,5.820359576809002
ChronosBoltBase,tourism_yearly,Y47,22.4355988421497,2.6076230854930786
ChronosBoltBase,tourism_yearly,Y48,13.611932105679605,2.058500057040865
ChronosBoltBase,tourism_yearly,Y49,17.383451804288207,2.797036587215097
ChronosBoltBase,tourism_yearly,Y50,12.844517279626647,1.8277195973246143
ChronosBoltBase,tourism_yearly,Y51,3.5757718338363116,0.05928051060027741
ChronosBoltBase,tourism_yearly,Y52,84.90777847007469,1.025457115387426
ChronosBoltBase,tourism_yearly,Y53,31.504780180489156,4.355005019203911
ChronosBoltBase,tourism_yearly,Y54,51.150881730937556,4.157312524471992
ChronosBoltBase,tourism_yearly,Y55,46.047027351089135,9.385719310154455
ChronosBoltBase,tourism_yearly,Y56,6.966254708760618,0.6666038067484354
