model,group,series_id,smape,mase
SeasonalNaive,m4_quarterly,Q126,5.417054939090264,1.052323773759661
SeasonalNaive,m4_quarterly,Q127,7.944069233984671,2.2997186001696663
SeasonalNaive,m4_quarterly,Q129,5.5639026184852,2.908609070418942
SeasonalNaive,m4_quarterly,Q132,5.1861469894703145,1.2070322660619075
SeasonalNaive,m4_quarterly,Q169,3.5950019940622653,1.6405913978494624
SeasonalNaive,m4_quarterly,Q280,3.7957572361819993,1.380806788976483
SeasonalNaive,m4_quarterly,Q286,9.236610025210476,1.1178433592014017
SeasonalNaive,m4_quarterly,Q347,4.391134879221865,1.954765802936681
SeasonalNaive,m4_quarterly,Q358,2.288932823549257,0.791464485591807
SeasonalNaive,m4_quarterly,Q379,3.094455087395189,1.3055555555555556
SeasonalNaive,m4_quarterly,Q505,4.1024125788616175,1.577950743494424
SeasonalNaive,m4_quarterly,Q524,8.585853448891399,1.8609057317207574
SeasonalNaive,m4_quarterly,Q579,3.716923265616971,1.7060889929742387
SeasonalNaive,m4_quarterly,Q580,4.8282838858432475,0.8480791618160652
SeasonalNaive,m4_quarterly,Q594,2.332333226800173,1.0469551282051281
SeasonalNaive,m4_quarterly,Q740,4.391135854444576,2.0906385973893014
SeasonalNaive,m4_quarterly,Q747,6.432574337981501,2.2562377392265054
SeasonalNaive,m4_quarterly,Q789,10.649085766842605,2.4248710534088507
SeasonalNaive,m4_quarterly,Q829,4.078933862204316,1.1154813820865481
SeasonalNaive,m4_quarterly,Q871,13.026702890235608,2.7953067984553788
SeasonalNaive,m4_quarterly,Q890,5.609262042252906,1.8062751016595366
SeasonalNaive,m4_quarterly,Q912,5.059887638743575,1.30975037073653
SeasonalNaive,m4_quarterly,Q973,4.014296442391137,1.0245075661920386
SeasonalNaive,m4_quarterly,Q984,7.156622772483557,2.830263406521835
SeasonalNaive,m4_quarterly,Q1091,2.215408328150521,0.2827549352445618
SeasonalNaive,m4_quarterly,Q1168,4.580190600399818,1.2495719826125824
SeasonalNaive,m4_quarterly,Q1180,20.379560922090818,3.5859166286447
SeasonalNaive,m4_quarterly,Q1207,5.393684156974873,1.3423987255348202
SeasonalNaive,m4_quarterly,Q1244,11.812438688029067,3.2458014785176816
SeasonalNaive,m4_quarterly,Q1283,4.448511412558938,1.4933266932270917
SeasonalNaive,m4_quarterly,Q1285,3.3146651717817464,0.7653349957504154
SeasonalNaive,m4_quarterly,Q1291,4.335765283561463,0.8598340587595212
SeasonalNaive,m4_quarterly,Q1334,3.6495515599785993,1.9335951338406387
SeasonalNaive,m4_quarterly,Q1400,3.1982513926502736,1.3747838616714696
SeasonalNaive,m4_quarterly,Q1421,8.872852589711638,0.9289958061509787
SeasonalNaive,m4_quarterly,Q1447,3.3357229923220113,1.4992973580663294
SeasonalNaive,m4_quarterly,Q1456,3.5141234598965476,1.4486301369863013
SeasonalNaive,m4_quarterly,Q1459,5.337472038651519,1.3571263571263572
SeasonalNaive,m4_quarterly,Q1716,4.7179075013158585,0.5089311671242165
SeasonalNaive,m4_quarterly,Q1757,4.733049725509001,0.612701984923034
SeasonalNaive,m4_quarterly,Q1960,3.8430477787582307,1.016844264227451
SeasonalNaive,m4_quarterly,Q2023,4.734369693447042,1.2558075221238938
SeasonalNaive,m4_quarterly,Q2035,42.67092537731964,1.8793285086112128
SeasonalNaive,m4_quarterly,Q2049,3.0936074037298136,1.3507340946166395
SeasonalNaive,m4_quarterly,Q2089,41.24120855004378,6.756465517241379
SeasonalNaive,m4_quarterly,Q2122,11.073020000389521,1.6072582817129006
SeasonalNaive,m4_quarterly,Q2139,10.820498721674479,1.8356537992065916
SeasonalNaive,m4_quarterly,Q2183,9.812993370904852,0.9287723362011914
SeasonalNaive,m4_quarterly,Q2241,5.29782270781844,1.644977613393031
SeasonalNaive,m4_quarterly,Q2267,0.3060613786904635,0.20779454022988508
SeasonalNaive,m4_quarterly,Q2279,1.4641318196394013,0.5294910502480051
SeasonalNaive,m4_quarterly,Q2286,2.1109717230060427,0.5502958579881656
SeasonalNaive,m4_quarterly,Q2290,3.692895516892664,1.676825761932145
SeasonalNaive,m4_quarterly,Q2344,2.3386230853503287,1.0185426154847104
SeasonalNaive,m4_quarterly,Q2364,67.60058064956789,0.3398481584077152
SeasonalNaive,m4_quarterly,Q2385,32.1399242943334,2.6096190476190477
SeasonalNaive,m4_quarterly,Q2428,42.671700631545015,2.5741891106318895
SeasonalNaive,m4_quarterly,Q2525,25.153618945955692,1.402712010331468
SeasonalNaive,m4_quarterly,Q2535,39.148465986982835,2.614561052943264
SeasonalNaive,m4_quarterly,Q2636,12.395572368871303,1.7456501831501832
SeasonalNaive,m4_quarterly,Q2641,11.311973141155423,3.2814250155569384
SeasonalNaive,m4_quarterly,Q2676,21.03626867840143,4.031907914355579
SeasonalNaive,m4_quarterly,Q2681,4.234648457618224,2.2621877632930554
SeasonalNaive,m4_quarterly,Q2735,9.748163548726488,2.1763493253373314
SeasonalNaive,m4_quarterly,Q2760,82.3182868398552,3.7316496655861866
SeasonalNaive,m4_quarterly,Q2851,1.3851894064131947,0.2597689797320509
SeasonalNaive,m4_quarterly,Q2887,27.73946812055614,1.605176686059039
SeasonalNaive,m4_quarterly,Q2929,4.768287295700137,2.218060661764706
SeasonalNaive,m4_quarterly,Q3090,2.509740739017187,0.4264102106390575
SeasonalNaive,m4_quarterly,Q3122,1.6090153286904334,0.746260162601626
SeasonalNaive,m4_quarterly,Q3168,2.317546264720667,0.7525575447570333
SeasonalNaive,m4_quarterly,Q3219,1.9236915214717767,0.8790244687701223
SeasonalNaive,m4_quarterly,Q3239,9.150360311021744,1.1400634562922547
SeasonalNaive,m4_quarterly,Q3315,4.241860062952298,0.37091212993119294
SeasonalNaive,m4_quarterly,Q3322,49.43152984658421,1.5393833388251317
SeasonalNaive,m4_quarterly,Q3324,71.72120217821393,2.181403882507494
SeasonalNaive,m4_quarterly,Q3349,9.903503659817659,0.6128923766816143
SeasonalNaive,m4_quarterly,Q3435,55.60692675774291,1.2691831505143454
SeasonalNaive,m4_quarterly,Q3477,22.78186213741544,1.7209961759299333
SeasonalNaive,m4_quarterly,Q3503,64.27201472053156,0.9307963581604672
SeasonalNaive,m4_quarterly,Q3583,5.707421239103667,1.5136363636363637
SeasonalNaive,m4_quarterly,Q3729,1.4757951678276804,0.7561477248933484
SeasonalNaive,m4_quarterly,Q3778,5.315538194104311,0.8948484641171238
SeasonalNaive,m4_quarterly,Q3893,4.250202423103549,2.1421606944501583
SeasonalNaive,m4_quarterly,Q3968,29.532761961827603,1.399545266639107
SeasonalNaive,m4_quarterly,Q3994,3.798958528298662,0.7086839511788341
SeasonalNaive,m4_quarterly,Q4004,1.7044628597562852,0.47781065088757396
SeasonalNaive,m4_quarterly,Q4097,16.602287066031582,2.2847960992907805
SeasonalNaive,m4_quarterly,Q4178,11.579812690053455,1.959143566404634
SeasonalNaive,m4_quarterly,Q4219,3.818349723812963,0.9168981607567588
SeasonalNaive,m4_quarterly,Q4228,13.698290605851586,2.8662527835125897
SeasonalNaive,m4_quarterly,Q4282,4.095888400894307,1.9900108792404314
SeasonalNaive,m4_quarterly,Q4320,17.231459575643953,3.3761150401975772
SeasonalNaive,m4_quarterly,Q4371,5.151052037463368,1.903812622267585
SeasonalNaive,m4_quarterly,Q4395,7.209125239478325,1.8473871733966747
SeasonalNaive,m4_quarterly,Q4423,59.434883726872556,0.6528945666235446
SeasonalNaive,m4_quarterly,Q4435,23.88563351489021,3.5397106276673256
SeasonalNaive,m4_quarterly,Q4441,19.801841760391184,1.452951185540893
SeasonalNaive,m4_quarterly,Q4448,1.7980530029216126,1.3092342070298366
SeasonalNaive,m4_quarterly,Q4487,6.6229008485857666,2.5736261150186817
SeasonalNaive,m4_quarterly,Q4648,2.3321173166334406,0.9473689795687343
SeasonalNaive,m4_quarterly,Q4729,5.0982354381619635,2.399190749152072
SeasonalNaive,m4_quarterly,Q4733,2.9373241730598973,0.9006912442396313
SeasonalNaive,m4_quarterly,Q4782,3.6807356868579113,2.059816135848369
SeasonalNaive,m4_quarterly,Q4808,22.780870410834204,0.9835150982976064
SeasonalNaive,m4_quarterly,Q4827,13.975303527365163,1.609023423574559
SeasonalNaive,m4_quarterly,Q4832,91.08997356743251,3.0488113931049674
SeasonalNaive,m4_quarterly,Q4837,3.9060321403924765,0.5683765148349352
SeasonalNaive,m4_quarterly,Q4854,3.61626357812569,1.3091185410334347
SeasonalNaive,m4_quarterly,Q4889,12.912307887423182,0.7555452865064695
SeasonalNaive,m4_quarterly,Q4936,4.870698589327808,2.466666666666667
SeasonalNaive,m4_quarterly,Q4966,5.28739529823838,2.473801618593069
SeasonalNaive,m4_quarterly,Q5156,3.560722224815852,0.5378762743779807
SeasonalNaive,m4_quarterly,Q5168,14.993638759186151,0.873015873015873
SeasonalNaive,m4_quarterly,Q5182,22.301807195476258,0.8468904298490301
SeasonalNaive,m4_quarterly,Q5192,27.15334010181263,1.647773924800711
SeasonalNaive,m4_quarterly,Q5308,8.016652173310977,0.9972924053106297
SeasonalNaive,m4_quarterly,Q5482,6.5948566794445025,4.35767303618733
SeasonalNaive,m4_quarterly,Q5492,5.2511177773891005,2.8842576007616847
SeasonalNaive,m4_quarterly,Q5500,2.4053574514449485,0.3135625802931429
SeasonalNaive,m4_quarterly,Q5543,3.9620393898120203,1.67489816700611
SeasonalNaive,m4_quarterly,Q5600,25.353931698576552,1.7334358164330235
SeasonalNaive,m4_quarterly,Q5626,18.844385461616767,3.786517104169142
SeasonalNaive,m4_quarterly,Q5642,17.705159839383015,1.1780702996261687
SeasonalNaive,m4_quarterly,Q5647,13.354893869478657,1.5592631394318057
SeasonalNaive,m4_quarterly,Q5709,2.5417895153560486,0.43672293525836126
SeasonalNaive,m4_quarterly,Q5731,3.333945953526815,0.8393803125516639
SeasonalNaive,m4_quarterly,Q5777,22.890057594444606,4.515830583271385
SeasonalNaive,m4_quarterly,Q5782,14.536444829730272,2.109402333024773
SeasonalNaive,m4_quarterly,Q5845,3.778781224160065,1.322897797093817
SeasonalNaive,m4_quarterly,Q5880,3.52135508012411,0.6750404162908733
SeasonalNaive,m4_quarterly,Q5890,4.7073993337407,1.5886690037224904
SeasonalNaive,m4_quarterly,Q5901,2.113506120950674,0.3787947884293602
SeasonalNaive,m4_quarterly,Q6029,7.934957880093075,3.2346485934941422
SeasonalNaive,m4_quarterly,Q6090,3.5470256752731,1.0027940055880111
SeasonalNaive,m4_quarterly,Q6146,3.562749689324251,1.5593286494925838
SeasonalNaive,m4_quarterly,Q6176,11.761141938181545,2.7913474452813904
SeasonalNaive,m4_quarterly,Q6202,7.2797894865528265,2.3486146539905506
SeasonalNaive,m4_quarterly,Q6335,3.951866002248682,1.3437318482162108
SeasonalNaive,m4_quarterly,Q6388,11.469134510801867,1.7066046190590132
SeasonalNaive,m4_quarterly,Q6597,11.330120686125593,3.198932434312259
SeasonalNaive,m4_quarterly,Q6626,7.64735561037387,1.491341398178679
SeasonalNaive,m4_quarterly,Q6926,6.060312290658102,1.4723313503199014
SeasonalNaive,m4_quarterly,Q6978,35.06343845117664,2.2665684830633284
SeasonalNaive,m4_quarterly,Q7010,6.772656445635354,2.7222222222222223
SeasonalNaive,m4_quarterly,Q7104,4.520572118501785,0.2536764705882353
SeasonalNaive,m4_quarterly,Q7108,6.537765880238042,0.6468421691291495
SeasonalNaive,m4_quarterly,Q7129,16.139979839879924,2.853723404255319
SeasonalNaive,m4_quarterly,Q7148,4.123942130232365,0.9505537974683544
SeasonalNaive,m4_quarterly,Q7156,16.129864230804365,2.974778761061947
SeasonalNaive,m4_quarterly,Q7158,14.627210680342582,1.9006847874845803
SeasonalNaive,m4_quarterly,Q7197,10.845935278926916,0.25190022335866963
SeasonalNaive,m4_quarterly,Q7296,5.900957602466184,1.0210054043030494
SeasonalNaive,m4_quarterly,Q7384,10.278835569163476,2.2140740003590373
SeasonalNaive,m4_quarterly,Q7391,4.530047464875052,2.2656642790276957
SeasonalNaive,m4_quarterly,Q7392,36.164853744313135,5.9986975350440135
SeasonalNaive,m4_quarterly,Q7400,27.204309958553228,0.31199541784857077
SeasonalNaive,m4_quarterly,Q7416,9.579108081559966,2.543827627211484
SeasonalNaive,m4_quarterly,Q7478,11.760216104250162,1.2620013237253531
SeasonalNaive,m4_quarterly,Q7509,6.8206359858727605,1.2943762784425294
SeasonalNaive,m4_quarterly,Q7527,2.199936742154867,0.7311194429566149
SeasonalNaive,m4_quarterly,Q7553,6.016537802289166,0.46330824387928415
SeasonalNaive,m4_quarterly,Q7561,3.64345084987517,0.7535533299349305
